site_name,site_abbreviation,building_name,building_abbreviation,building_number,address,floors,gross_square_feet,occupied_since,building_image_urls
Pickle Research Campus,PRC,CNTR. TRANSPORTATION RES. PRC 170),TRR,0790,"3229 INNOVATION BLVD, AUSTIN, TX 78758",1,131.0,1994,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/TRR/100480102_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/TRR/100480111_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/TRR/100480087_400.jpg
Pickle Research Campus,PRC,TECHNOLOGY RESOURCES BLDG PRC 197),TRX,0903,"4210 W BALCONES CENTER DR, AUSTIN, TX 78759",1,8930.0,2005,nan
Pickle Research Campus,PRC,PRC THERMAL STORAGE 2 PRC 202B),TT2,0787,"10506 C P BONER RD, AUSTIN, TX 78758",1,1.0,2012,nan
Pickle Research Campus,PRC,VERT PALEONTOLOGY ANNEX PRC 21),VP1,0905,"3001 JAMES HART TRL, AUSTIN, TX 78758",1,1372.0,1949,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/VP1/100480027_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/VP1/100480057_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/VP1/100480043_400.jpg
Pickle Research Campus,PRC,VERT PALEONTOLOGY ANNEX PRC 21B),VP2,0908,"2929 JAMES HART TRL, AUSTIN, TX 78758",1,315.0,1972,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/VP2/100480059_400.jpg
Pickle Research Campus,PRC,VERTEBRATE PALEONTOLOGY PRC 6),VPL,0801,"3333 READ GRANBERRY TRL, AUSTIN, TX 78758",3,25298.0,1949,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/VPL/100480022_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/VPL/100480033_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/VPL/100480036_400.jpg
Pickle Research Campus,PRC,WEST PICKLE RESEARCH BLDG PRC 156),WPR,0900,"3925 W BRAKER LN, AUSTIN, TX 78759",6,210343.0,1986,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/WPR/100479802_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/WPR/100479806_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/WPR/100479803_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/WPR/100479807_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/WPR/100479801_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/WPR/100479808_400.jpg
Pickle Research Campus,PRC,WPR CHILLING PLANT PRC 157),WR1,0901,"4214 W BALCONES CENTER DR, AUSTIN, TX 78759",1,4786.0,1994,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/WR1/100479809_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/WR1/100479799_400.jpg
Pickle Research Campus,PRC,WPR ELECTRICAL VAULT PRC 158),WR2,0902,"3901 W BALCONES CENTER DR, AUSTIN, TX 78759",2,2139.0,1994,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/WR2/100479804_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/WR2/100479805_400.jpg
Montopolis Research Center,MRC,MONTOPOLIS OFFICE TOWER,MR1,MR01,"2708 MONTOPOLIS DR, AUSTIN, TX 78741",5,157718.0,1988,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/MR1/100542988_400.jpg
Montopolis Research Center,MRC,MONTOPOLIS FABRICATION BUILDING,MR2,MR02,"2706 MONTOPOLIS DR, AUSTIN, TX 78741",2,300684.0,1988,nan
Montopolis Research Center,MRC,MONTOPOLIS CENTRAL UTILITY BUILDING,MR3,MR03,"2704 MONTOPOLIS DR, AUSTIN, TX 78741",1,28006.0,1988,nan
"Austin, TX",AUS,LONGHORN CTR - SCHOOL PARTNERSHIPS,CSP,9028,"505 HUNTLAND DR, AUSTIN, TX 78752",1,4887.0,2013,nan
"Austin, TX",AUS,PLAZA 290 IPSI RENTAL),IPS,9086,"5316 W US 290 HWY SVRD WB, AUSTIN, TX 78735",5,3842.0,2011,nan
"Austin, TX",AUS,KUTX-FM TRANSMITTER BLDG 1013180),KU2,9011,"5319 BUCKMAN MOUNTAIN RD, AUSTIN, TX 78746",1,54.0,2018,nan
"Austin, TX",AUS,UT GOLF ACADEMY,UTG,9101,"2200 UNIVERSITY CLUB DR, AUSTIN, TX 78732",1,5420.0,2008,nan
"Austin, TX",AUS,WELLER TENNIS CENTER,WTC,9100,"2210 UNIVERSITY CLUB DR, AUSTIN, TX 78732",1,49308.0,2013,nan
Brackenridge Field Lab,BFL,BFL - BOAT HOUSE,F01,F001,"2908 LAKE AUSTIN BLVD, AUSTIN, TX 78703",1,578.0,1967,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/F01/100546596_400.jpg
Brackenridge Field Lab,BFL,BFL - WELL HOUSE NO. 1,F02,F002,"2909 LAKE AUSTIN BLVD, AUSTIN, TX 78703",1,62.0,1967,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/F02/100546597_400.jpg
Brackenridge Field Lab,BFL,BFL - WELL HOUSE NO. 2,F03,F003,"2910 LAKE AUSTIN BLVD, AUSTIN, TX 78703",1,62.0,1967,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/F03/100546598_400.jpg
Brackenridge Field Lab,BFL,BFL - BUSH GREENHOUSE,F04,F004,"2911 LAKE AUSTIN BLVD, AUSTIN, TX 78703",1,1517.0,1968,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/F04/100546599_400.jpg
Brackenridge Field Lab,BFL,BFL - RARE PLANT GREENHOUSE,F05,F005,"2912 LAKE AUSTIN BLVD, AUSTIN, TX 78703",1,1687.0,1971,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/F05/100546600_400.jpg
Brackenridge Field Lab,BFL,BFL - STORAGE BLDG. NO.1,F08,F008,"2913 LAKE AUSTIN BLVD, AUSTIN, TX 78703",1,35.0,1968,nan
Brackenridge Field Lab,BFL,BFL - STORAGE BLDG. NO.2,F09,F009,"2914 LAKE AUSTIN BLVD, AUSTIN, TX 78703",1,35.0,1968,nan
Brackenridge Field Lab,BFL,BFL - STORAGE BLDG. NO.5,F12,F012,"2915 LAKE AUSTIN BLVD, AUSTIN, TX 78703",1,84.0,1969,nan
Brackenridge Field Lab,BFL,BFL - STORAGE BLDG. NO.6,F13,F013,"2916 LAKE AUSTIN BLVD, AUSTIN, TX 78703",1,193.0,1977,nan
Brackenridge Field Lab,BFL,BFL - STORAGE BLDG. NO.8,F15,F015,"2917 LAKE AUSTIN BLVD, AUSTIN, TX 78703",1,50.0,1969,nan
Brackenridge Field Lab,BFL,BFL - TRACTOR SHED,F16,F016,"2918 LAKE AUSTIN BLVD, AUSTIN, TX 78703",1,211.0,1969,nan
Brackenridge Field Lab,BFL,BFL - GREENHOUSE NO. 1,F17,F017,"2919 LAKE AUSTIN BLVD, AUSTIN, TX 78703",1,406.0,1990,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/F17/100546607_400.jpg
Brackenridge Field Lab,BFL,BFL - GREENHOUSE NO 2,F18,F018,"2920 LAKE AUSTIN BLVD, AUSTIN, TX 78703",1,411.0,1990,nan
Brackenridge Field Lab,BFL,BFL - GREENHOUSE NO. 5,F19,F019,"2921 LAKE AUSTIN BLVD, AUSTIN, TX 78703",1,1440.0,1991,nan
Brackenridge Field Lab,BFL,BIO. SCI. EXP. FIELD LAB.,F20,0978,"2907 LAKE AUSTIN BLVD, AUSTIN, TX 78703",1,18108.0,1966,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/F20/100546610_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/F20/100546611_400.jpg
Brackenridge Field Lab,BFL,BFL - TROPICAL GREENHOUSE,F21,F021,"2922 LAKE AUSTIN BLVD, AUSTIN, TX 78703",1,5644.0,1997,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/F21/100546612_400.jpg
Brackenridge Field Lab,BFL,BFL - GREENHOUSE F22-1,F22,F022,"2923 LAKE AUSTIN BLVD, AUSTIN, TX 78703",1,2150.0,2002,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/F22/100546613_400.jpg
Brackenridge Field Lab,BFL,BFL - GREENHOUSE NO.17,F27,F027,"2924 LAKE AUSTIN BLVD, AUSTIN, TX 78703",1,400.0,2002,nan
Brackenridge Field Lab,BFL,BFL - STORAGE SHED NO.18,F28,F028,"2925 LAKE AUSTIN BLVD, AUSTIN, TX 78703",1,300.0,2002,nan
Brackenridge Field Lab,BFL,BFL - STORAGE SHED NO.20,F29,F029,"2926 LAKE AUSTIN BLVD, AUSTIN, TX 78703",1,36.0,2002,nan
Brackenridge Field Lab,BFL,BFL - EXPERIMENT GARDEN TOOL SHED,F31,F031,"2927 LAKE AUSTIN BLVD, AUSTIN, TX 78703",1,80.0,2005,nan
Brackenridge Field Lab,BFL,BFL - LAB BUILDING EQUIPMENT SHED,F32,F032,"2928 LAKE AUSTIN BLVD, AUSTIN, TX 78703",1,455.0,2005,nan
Brackenridge Field Lab,BFL,BFL - REAR CYCAD G.H. BUILDING,F33,F033,"2929 LAKE AUSTIN BLVD, AUSTIN, TX 78703",1,732.0,2005,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/F33/100546614_400.jpg
Brackenridge Field Lab,BFL,BFL - AVIARY BUILDING,F34,F034,"2930 LAKE AUSTIN BLVD, AUSTIN, TX 78703",1,444.0,2005,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/F34/100546615_400.jpg
Brackenridge Field Lab,BFL,BFL - STORAGE BUILDING,F35,F035,"2931 LAKE AUSTIN BLVD, AUSTIN, TX 78703",1,96.0,2005,nan
Brackenridge Field Lab,BFL,BFL - APHID GREENHOUSE,F36,F036,"2754 LAKE AUSTIN BLVD, AUSTIN, TX 78703",1,859.0,2014,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/F36/100546616_400.jpg
Brackenridge Field Lab,BFL,BFL - WELL HOUSE NO. 3,F42,F042,"2909 LAKE AUSTIN BLVD, AUSTIN, TX 78703",1,80.0,2018,nan
Johnson Wildflower Center,JWC,JWC - ADMIN & LIBRARY,L01,WC01,"4801 LA CROSSE AVE, AUSTIN, TX 78739",2,14601.0,2006,nan
Johnson Wildflower Center,JWC,JWC - AUDITORIUM & GALLERY,L02,WC02,"4801 LA CROSSE AVE, AUSTIN, TX 78739",3,12312.0,2006,nan
Johnson Wildflower Center,JWC,JWC - STORE,L03,WC03,"4801 LA CROSSE AVE, AUSTIN, TX 78739",1,4566.0,2006,nan
Johnson Wildflower Center,JWC,JWC - TOWER & CAFÉ,L04,WC04,"4801 LA CROSSE AVE, AUSTIN, TX 78739",1,2555.0,2006,nan
Johnson Wildflower Center,JWC,JWC - LITTLE HOUSE,L05,WC05,"4801 LA CROSSE AVE, AUSTIN, TX 78739",1,998.0,2006,nan
Johnson Wildflower Center,JWC,JWC - MCDERMOTT LEARNING CENTER,L06,WC06,"4801 LA CROSSE AVE, AUSTIN, TX 78739",1,1867.0,2006,nan
Johnson Wildflower Center,JWC,JWC - POLE BARN,L07,WC07,"4801 LA CROSSE AVE, AUSTIN, TX 78739",1,2446.0,2006,nan
Johnson Wildflower Center,JWC,JWC - OUTDOOR RESTROOMS,L08,WC08,"4801 LA CROSSE AVE, AUSTIN, TX 78739",1,903.0,2006,nan
Johnson Wildflower Center,JWC,JWC - GREENHOUSE #1,L09,WC09,"4801 LA CROSSE AVE, AUSTIN, TX 78739",1,1000.0,2006,nan
Johnson Wildflower Center,JWC,JWC - GREENHOUSE #2,L10,WC10,"4801 LA CROSSE AVE, AUSTIN, TX 78739",1,1000.0,2006,nan
Johnson Wildflower Center,JWC,JWC - RESEARCH BUILDING,L11,WC11,"4801 LA CROSSE AVE, AUSTIN, TX 78739",2,2835.0,2006,nan
Johnson Wildflower Center,JWC,JWC - GUARD HOUSE,L12,WC12,"4801 LA CROSSE AVE, AUSTIN, TX 78739",1,48.0,2006,nan
Johnson Wildflower Center,JWC,JWC - PUMP HOUSE,L13,WC13,"4801 LA CROSSE AVE, AUSTIN, TX 78739",1,90.0,2006,nan
Johnson Wildflower Center,JWC,JWC - HAZMAT SHED,L14,WC14,"4801 LA CROSSE AVE, AUSTIN, TX 78739",1,101.0,2006,nan
Johnson Wildflower Center,JWC,JWC - INSECTARY,L15,WC15,"4801 LA CROSSE AVE, AUSTIN, TX 78739",1,93.0,2007,nan
Johnson Wildflower Center,JWC,JWC - FAMILY GARDEN RESTROOMS,L16,WC16,"4801 LA CROSSE AVE, AUSTIN, TX 78739",1,569.0,2014,nan
Johnson Wildflower Center,JWC,JWC - FAMILY GARDEN PUMP ROOM,L17,WC17,"4801 LA CROSSE AVE, AUSTIN, TX 78739",1,243.0,2014,nan
Johnson Wildflower Center,JWC,JWC - FAMILY GARDEN PAVILION,L18,WC18,"4801 LA CROSSE AVE, AUSTIN, TX 78739",1,1281.0,2014,nan
Johnson Wildflower Center,JWC,JWC - ADMISSIONS KIOSK,L19,WC19,"4801 LA CROSSE AVE, AUSTIN, TX 78739",1,111.0,2014,nan
McDonald Observatory,MCD,RANCH PUMP BUILDING,M01,APH2,"TEXAS HWY 118 NORTH, MCDONALD OBSERVATORY, TX 79734",1,300.0,1975,nan
McDonald Observatory,MCD,INT.WATER XFER.PUMP BLDG.,M02,APH3,"82 MT. LOCKE RD, MCDONALD OBSERVATORY, TX 79734",1,80.0,1972,nan
McDonald Observatory,MCD,FIRE PUMP & CHLOR. BLDG.,M03,APH4,"82 MT. LOCKE RD, MCDONALD OBSERVATORY, TX 79734",1,155.0,1972,nan
McDonald Observatory,MCD,WEIGHT ROOM,M04,A0AG,"46 COSMOS PLACE #A, MCDONALD OBSERVATORY, TX 79734",1,289.0,1956,nan
McDonald Observatory,MCD,PHYSICAL PLANT/FIRE TRUCK BLDG,M07,A0FS,"200 LUNAR CIR, MCDONALD OBSERVATORY, TX 79734",1,4400.0,1984,nan
McDonald Observatory,MCD,PUMP HOUSE GARAGE,M10,A0PG,"200 LUNAR CIR, MCDONALD OBSERVATORY, TX 79734",1,286.0,1943,nan
McDonald Observatory,MCD,ASTRONOMER'S LODGE,M13,A0TQ,"47 RING RD, MCDONALD OBSERVATORY, TX 79734",2,9923.0,1968,nan
McDonald Observatory,MCD,RADIO REPEATER SHACK,M14,A0TV,"45 COSMOS PL, MCDONALD OBSERVATORY, TX 79734",1,24.0,1976,nan
McDonald Observatory,MCD,W.L.MOODY CENTER,M15,A0VC,"3800 DARK SKY DR, MCDONALD OBSERVATORY, TX 79734",1,2128.0,1980,nan
McDonald Observatory,MCD,HOUSE A,M16,A00A,"46 COSMOS PLACE #A, MCDONALD OBSERVATORY, TX 79734",3,2573.0,1937,nan
McDonald Observatory,MCD,HOUSE B AND GARAGE,M17,A00B,"46 COSMOS PLACE #B, MCDONALD OBSERVATORY, TX 79734",1,2410.0,1936,nan
McDonald Observatory,MCD,HOUSE C,M18,A00C,"56 MT. LOCKE RD #C, MCDONALD OBSERVATORY, TX 79734",1,1389.0,1935,nan
McDonald Observatory,MCD,PHYSICAL PLANT SHOP BLDG.,M19,A00D,"200 LUNAR CIR, MCDONALD OBSERVATORY, TX 79734",2,3077.0,1936,nan
McDonald Observatory,MCD,HOUSE E,M20,A00E,"60 NOVA BLUFF #E, MCDONALD OBSERVATORY, TX 79734",1,887.0,1937,nan
McDonald Observatory,MCD,HOUSE F AND GARAGE,M21,A00F,"61 NOVA BLUFF #F, MCDONALD OBSERVATORY, TX 79734",1,655.0,1937,nan
McDonald Observatory,MCD,COTTAGE,M22,A00G,"90 MT. LOCKE RD, MCDONALD OBSERVATORY, TX 79734",1,279.0,1937,nan
McDonald Observatory,MCD,HOUSE H,M23,A00H,"75 MT. LOCKE RD #H, MCDONALD OBSERVATORY, TX 79734",1,1720.0,1937,nan
McDonald Observatory,MCD,HOUSE I AND GARAGE,M24,A00I,"57 MT. LOCKE RD #I, MCDONALD OBSERVATORY, TX 79734",1,1216.0,1944,nan
McDonald Observatory,MCD,HOUSE L,M26,A00L,"54 MT. LOCKE RD #L, MCDONALD OBSERVATORY, TX 79734",1,1923.0,1951,nan
McDonald Observatory,MCD,WELL PUMP BUILDING,M27,A00P,"200 LUNAR CIR, MCDONALD OBSERVATORY, TX 79734",1,503.0,1933,nan
McDonald Observatory,MCD,STORAGE BUILDING R,M28,A00R,"200 LUNAR CIR, MCDONALD OBSERVATORY, TX 79734",1,154.0,1967,nan
McDonald Observatory,MCD,"30"" TELESCOPE DOME BLDG.",M31,A030,"30 RING RD, MCDONALD OBSERVATORY, TX 79734",1,618.0,1971,nan
McDonald Observatory,MCD,"36"" TELESCOPE DOME BLDG.",M32,A036,"36 RING RD, MCDONALD OBSERVATORY, TX 79734",1,492.0,1956,nan
McDonald Observatory,MCD,"82"" TELESCOPE DOME BLDG.",M33,A082,"82 MT. LOCKE RD, MCDONALD OBSERVATORY, TX 79734",4,14322.0,1935,nan
McDonald Observatory,MCD,HARLAN J. SMITH TELESCOPE,M34,A105,"107 MT. LOCKE RD, MCDONALD OBSERVATORY, TX 79734",6,30652.0,1968,nan
McDonald Observatory,MCD,HOUSE AND GARAGE NO 1,M35,A201,"1 LUNAR LANDING, MCDONALD OBSERVATORY, TX 79734",1,2509.0,1974,nan
McDonald Observatory,MCD,HOUSE AND GARAGE NO 2,M36,A202,"2 LUNAR CIR, MCDONALD OBSERVATORY, TX 79734",1,2509.0,1974,nan
McDonald Observatory,MCD,HOUSE AND GARAGE NO 4,M37,A203,"4 LUNAR CIR, MCDONALD OBSERVATORY, TX 79734",1,2509.0,1974,nan
McDonald Observatory,MCD,HOUSE AND GARAGE NO 5,M38,A204,"5 LUNAR CIR, MCDONALD OBSERVATORY, TX 79734",1,2509.0,1974,nan
McDonald Observatory,MCD,HOUSE AND GARAGE NO 6,M39,A205,"6 LUNAR CIR, MCDONALD OBSERVATORY, TX 79734",1,2509.0,1974,nan
McDonald Observatory,MCD,HOUSE AND GARAGE NO 7,M40,A206,"7 LUNAR CIR, MCDONALD OBSERVATORY, TX 79734",1,2509.0,1974,nan
McDonald Observatory,MCD,HOUSE AND GARAGE NO 8,M41,A207,"8 LUNAR CIR, MCDONALD OBSERVATORY, TX 79734",1,2509.0,1974,nan
McDonald Observatory,MCD,HOUSE AND GARAGE NO 9,M42,A208,"9 LUNAR CIR, MCDONALD OBSERVATORY, TX 79734",1,2509.0,1974,nan
McDonald Observatory,MCD,HOUSE AND GARAGE NO. 10,M43,A209,"10 LUNAR CIR, MCDONALD OBSERVATORY, TX 79734",1,2509.0,1974,nan
McDonald Observatory,MCD,HOUSE AND GARAGE NO. 11,M44,A210,"11 LUNAR CIR, MCDONALD OBSERVATORY, TX 79734",1,2509.0,1974,nan
McDonald Observatory,MCD,HOUSE AND GARAGE NO. 12,M45,A211,"12 MILKY WAY, MCDONALD OBSERVATORY, TX 79734",1,2509.0,1974,nan
McDonald Observatory,MCD,HOUSE AND GARAGE NO. 13,M46,A212,"13 MILKY WAY, MCDONALD OBSERVATORY, TX 79734",1,2509.0,1974,nan
McDonald Observatory,MCD,HOUSE AND GARAGE NO. 14,M47,A213,"14 MILKY WAY, MCDONALD OBSERVATORY, TX 79734",1,2509.0,1974,nan
McDonald Observatory,MCD,HOUSE AND GARAGE NO. 15,M48,A214,"15 MILKY WAY, MCDONALD OBSERVATORY, TX 79734",1,2509.0,1974,nan
McDonald Observatory,MCD,HOUSE AND GARAGE NO. 16,M49,A215,"16 LUNAR CIR, MCDONALD OBSERVATORY, TX 79734",1,2509.0,1974,nan
McDonald Observatory,MCD,HOUSE M,M50,A216,"67 NOVA BLUFF #M, MCDONALD OBSERVATORY, TX 79734",1,1099.0,1974,nan
McDonald Observatory,MCD,HANGER 18 STORAGE BUILDING),M51,A220,"18 MT. FOWLKES RD, MCDONALD OBSERVATORY, TX 79734",1,764.0,1990,nan
McDonald Observatory,MCD,VISITOR CENTER STORAGE BUILDING,M52,A221,"3640 DARK SKY DR, MCDONALD OBSERVATORY, TX 79734",1,242.0,1991,nan
McDonald Observatory,MCD,HOBBY-EBERLY TELESCOPE T005),M53,A222,"32 MT. FOWLKES RD, MCDONALD OBSERVATORY, TX 79734",4,25720.0,1996,nan
McDonald Observatory,MCD,HOUSE AND GARAGE NO.3,M54,A254,"3 LUNAR LANDING, MCDONALD OBSERVATORY, TX 79734",1,2095.0,1998,nan
McDonald Observatory,MCD,HOUSE AND GARAGE NO.17,M55,A255,"17 SOLAR DR, MCDONALD OBSERVATORY, TX 79734",1,2095.0,1998,nan
McDonald Observatory,MCD,HOUSE AND GARAGE NO.18,M56,A256,"18 SOLAR DR, MCDONALD OBSERVATORY, TX 79734",1,2095.0,1998,nan
McDonald Observatory,MCD,HOUSE AND GARAGE NO.19,M57,A257,"19 LUNAR CIR, MCDONALD OBSERVATORY, TX 79734",1,2095.0,1998,nan
McDonald Observatory,MCD,HOUSE AND GARAGE NO.20,M58,A258,"20 LUNAR CIR, MCDONALD OBSERVATORY, TX 79734",1,2095.0,1998,nan
McDonald Observatory,MCD,MOBILE HOME NO.1 2 BDRM),M59,A259,"211 STAR TRAIL #1, MCDONALD OBSERVATORY, TX 79734",1,882.0,1999,nan
McDonald Observatory,MCD,MOBILE HOME NO.2 2 BDRM),M60,A260,"217 STAR TRAIL #2, MCDONALD OBSERVATORY, TX 79734",1,882.0,1999,nan
McDonald Observatory,MCD,MOBILE HOME NO.3 2 BDRM),M61,A261,"219 STAR TRAIL #3, MCDONALD OBSERVATORY, TX 79734",1,753.0,1999,nan
McDonald Observatory,MCD,MOBILE HOME NO.4 3 BDRM),M62,A262,"221 STAR TRAIL #4, MCDONALD OBSERVATORY, TX 79734",1,774.0,1999,nan
McDonald Observatory,MCD,FRANK N BASH VISITORS CTR AT MCD,M63,A263,"3640 DARK SKY DR, MCDONALD OBSERVATORY, TX 79734",1,11574.0,2002,nan
McDonald Observatory,MCD,MRLS LASER RANGING STATION NASA),M64,A264,"30 MT. FOWLKES RD, MCDONALD OBSERVATORY, TX 79734",1,599.0,2000,nan
McDonald Observatory,MCD,MRLS ANNEX - STORAGE NASA),M65,A265,"24 MT. FOWLKES RD, MCDONALD OBSERVATORY, TX 79734",1,123.0,2000,nan
McDonald Observatory,MCD,MRLS OFFICE NASA),M66,A266,"22 MT. FOWLKES RD, MCDONALD OBSERVATORY, TX 79734",1,598.0,2000,nan
McDonald Observatory,MCD,HET SUPPORT BUILDING,M67,A267,"26 MT. FOWLKES RD, MCDONALD OBSERVATORY, TX 79734",1,1623.0,2001,nan
McDonald Observatory,MCD,EDUCATION CENTER TELESCOPE DOME 1,M68,A268,"3640 DARK SKY DR, MCDONALD OBSERVATORY, TX 79734",1,348.0,2002,nan
McDonald Observatory,MCD,EDUCATION CENTER TELESCOPE DOME 2,M69,A269,"3640 DARK SKY DR, MCDONALD OBSERVATORY, TX 79734",1,348.0,2002,nan
McDonald Observatory,MCD,"MOODY CENTER 14"" TELESCOPE BUILDING",M70,A270,"3800 DARK SKY DR, MCDONALD OBSERVATORY, TX 79734",1,358.0,1995,nan
McDonald Observatory,MCD,"MOODY CENTER 16"" TELESCOPE BUILDING",M71,A271,"3800 DARK SKY DR, MCDONALD OBSERVATORY, TX 79734",1,1195.0,1995,nan
McDonald Observatory,MCD,MONET DOME BUILDING,M72,A272,"65 NOVA BLUFF, MCDONALD OBSERVATORY, TX 79734",1,552.0,2004,nan
McDonald Observatory,MCD,ROTSE DOME BUILDING,M73,A273,"28 MT. FOWLKES RD, MCDONALD OBSERVATORY, TX 79734",1,43.0,2004,nan
McDonald Observatory,MCD,BLOOM HOUSE,M74,A274,"69 NOVA BLUFF, MCDONALD OBSERVATORY, TX 79734",1,680.0,2008,nan
McDonald Observatory,MCD,BOSTON DOME & CONTROL BLDGS,M75,A275,"63 NOVA BLUFF, MCDONALD OBSERVATORY, TX 79734",1,386.0,2014,nan
McDonald Observatory,MCD,TRANSFORMER BLDG,M76,A276,"49 RING RD, MCDONALD OBSERVATORY, TX 79734",1,36.0,2004,nan
McDonald Observatory,MCD,EDUCATION CENTER TELESCOPE DOME #3,M77,A277,"3640 DARK SKY DR, MCDONALD OBSERVATORY, TX 79734",1,258.0,2002,nan
McDonald Observatory,MCD,HET MECHANICAL BUILDING,M78,A278,"32 MT. FOWLKES RD, MCDONALD OBSERVATORY, TX 79734",1,327.0,1996,nan
McDonald Observatory,MCD,HET WEATHER STATION,M79,A279,"32 MT. FOWLKES RD, MCDONALD OBSERVATORY, TX 79734",1,37.0,1996,nan
McDonald Observatory,MCD,WATER TREATMENT BUILDING,M80,A280,"49 MT. LOCKE RD, MCDONALD OBSERVATORY, TX 79734",1,36.0,2013,nan
McDonald Observatory,MCD,PHYSICAL PLANT SUPPORT BUILDING,M81,A281,"200 LUNAR CIR, MCDONALD OBSERVATORY, TX 79734",1,292.0,1999,nan
McDonald Observatory,MCD,NEXUS HAUS,M82,A282,"21 LUNAR CIR, MCDONALD OBSERVATORY, TX 79734",1,715.0,2017,nan
McDonald Observatory,MCD,MOBILE HOME NO. 5 2 BDRM),M83,A283,"215 STAR TRAIL, MCDONALD OBSERVATORY, TX 79734",1,925.0,2016,nan
McDonald Observatory,MCD,MOBILE HOME NO. 6 2 BDRM),M84,A284,"223 STAR TRAIL, MCDONALD OBSERVATORY, TX 79734",1,925.0,2016,nan
McDonald Observatory,MCD,POOL SUPPORT BUILDING,M85,A285,"203 LUNAR CIR, MCDONALD OBSERVATORY, TX 79734",1,237.0,1981,nan
Marine Science Institute,MSI,CAFETERIA,S02,B002,"750 CHANNEL VIEW DR, PORT ARANSAS, TX 78373",1,1763.0,1947,nan
Marine Science Institute,MSI,MAIN ADMINISTRATION BUILDING,S06,B006,"750 CHANNEL VIEW DR, PORT ARANSAS, TX 78373",2,26118.0,1962,nan
Marine Science Institute,MSI,MARINE OPERATIONS,S08,B008,"750 CHANNEL VIEW DR, PORT ARANSAS, TX 78373",2,2246.0,1972,nan
Marine Science Institute,MSI,PHYSICAL PLANT - MAINTENANCE,S12,B012,"750 CHANNEL VIEW DR, PORT ARANSAS, TX 78373",2,9364.0,1974,nan
Marine Science Institute,MSI,MAIN RESEARCH BUILDING,S13,B013,"750 CHANNEL VIEW DR, PORT ARANSAS, TX 78373",4,47476.0,1974,nan
Marine Science Institute,MSI,DORMITORY,S14,B014,"750 CHANNEL VIEW DR, PORT ARANSAS, TX 78373",1,4286.0,1974,nan
