site_name,site_abbreviation,building_name,building_abbreviation,building_number,address,floors,gross_square_feet,occupied_since,building_image_urls
Pickle Research Campus,PRC,PRC CHILLING STATION 2 PRC 202),CP2,0783,"10506 C P BONER RD, AUSTIN, TX 78758",1,8676.0,2012,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/CP2/100536836_400.jpg
Pickle Research Campus,PRC,CHILLING PLANT INSUL. SHOP PRC 78),CP3,0965,"3011 JAMES HART TRL, AUSTIN, TX 78758",1,481.0,1949,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/CP3/100480060_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/CP3/100480013_400.jpg
Pickle Research Campus,PRC,CTR WATER RESOURCES-LAB PRC 120),CW1,0951,"2901 JAMES HART TRL, AUSTIN, TX 78758",1,24276.0,1970,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/CW1/100480021_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/CW1/100480039_400.jpg
Pickle Research Campus,PRC,PHYSICAL MODELING BLDG. PRC 3A),CW2,0948,"2903 JAMES HART TRL, AUSTIN, TX 78758",1,1400.0,1994,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/CW2/100480068_400.jpg
Pickle Research Campus,PRC,CTR. WATER & ENVIRONMENT PRC 119),CWE,0949,"2899 JAMES HART TRL, AUSTIN, TX 78758",1,8898.0,1970,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/CWE/100480044_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/CWE/100480034_400.jpg
Pickle Research Campus,PRC,CEER TEST HOUSE,E19,E019,"3233 INNOVATION BLVD, AUSTIN, TX 78758",1,1212.0,2014,nan
Pickle Research Campus,PRC,E.E.R.L./C.E.S.E. PRC 16),ECB,0865,"10121 HARRY RANSOM TRL, AUSTIN, TX 78758",1,16072.0,1949,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/ECB/100482156_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/ECB/100482160_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/ECB/100482167_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/ECB/100482151_400.jpg
Pickle Research Campus,PRC,CES BOILER BUILDING PRC 134),EM1,0761,"10531 BEVO TRL, AUSTIN, TX 78758",1,4212.0,1994,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/EM1/100479792_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/EM1/100479747_400.jpg
Pickle Research Campus,PRC,EME ANNEX PRC 161),EM2,0779,"10533 BEVO TRL, AUSTIN, TX 78758",1,3719.0,1990,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/EM2/100479742_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/EM2/100479791_400.jpg
Pickle Research Campus,PRC,CEM EXPLOSIVES PRC 169),EM3,0762,"10526 BEVO TRL, AUSTIN, TX 78758",1,60.0,1986,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/EM3/100479778_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/EM3/100479779_400.jpg
Pickle Research Campus,PRC,CEER HAZ MATERIAL STORAGE PRC191),EM4,0791,"3137 JAMES HART TRL, AUSTIN, TX 78758",1,216.0,2001,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/EM4/100479754_400.jpg
Pickle Research Campus,PRC,CEM HAZ. MATERIAL STOR. 2 PRC 192),EM5,0792,"3135 JAMES HART TRL, AUSTIN, TX 78758",1,216.0,2001,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/EM5/100479755_400.jpg
Pickle Research Campus,PRC,ELEC MECH./ENGR.RES.CTR.PRC 133),EME,0763,"10500 EXPLORATION WAY, AUSTIN, TX 78758",2,133500.0,1985,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/EME/100479746_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/EME/100479794_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/EME/100479793_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/EME/100479751_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/EME/100480055_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/EME/100479753_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/EME/100479795_400.jpg
Pickle Research Campus,PRC,UT ELEC & TELECOM STG PRC 188),ETS,0944,"3321 CLYDE DAVIS TRL, AUSTIN, TX 78758",1,6239.0,1996,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/ETS/100479771_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/ETS/100479776_400.jpg
Pickle Research Campus,PRC,FERGUSON ENGR LAB ANNEX PRC 177),FS1,0974,"9820 NEILS THOMPSON DR, AUSTIN, TX 78758",1,8170.0,1993,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/FS1/100480086_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/FS1/100480121_400.jpg
Pickle Research Campus,PRC,NEES@UTEXAS/FSL LAB ANNEX PRC 46),FS2,0946,"9810 NEILS THOMPSON DR, AUSTIN, TX 78758",1,6312.0,1969,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/FS2/100481886_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/FS2/100480092_400.jpg
Pickle Research Campus,PRC,FERGUSON LAB.-STRUCT.STRG.PRC 24B),FS3,0923,"9902 NEILS THOMPSON DR, AUSTIN, TX 78758",1,498.0,1949,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/FS3/100480105_400.jpg
Pickle Research Campus,PRC,FERGUSON LAB-SUPP BLDG 4 PRC 209),FS4,0922,"9900 NEILS THOMPSON DR, AUSTIN, TX 78758",1,320.0,2021,nan
Pickle Research Campus,PRC,FERGUSON LAB-SUPP BLDG 5 PRC 210),FS5,0924,"9900 NEILS THOMPSON DR, AUSTIN, TX 78758",1,147.0,2021,nan
Pickle Research Campus,PRC,FERGUSON LAB-SUPP BLDG 6 PRC 211),FS6,0926,"9900 NEILS THOMPSON DR, AUSTIN, TX 78758",1,103.0,2021,nan
Pickle Research Campus,PRC,FERGUSON LAB.- MAIN BLDG. PRC 24),FSL,0921,"9900 NEILS THOMPSON DR, AUSTIN, TX 78758",2,45427.0,1949,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/FSL/100480106_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/FSL/100480082_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/FSL/100480110_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/FSL/100480029_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/FSL/100480100_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/FSL/100480101_400.jpg
Pickle Research Campus,PRC,GUARD KIOSK - NORTH GATE PRC 154),G13,PK13,"10800 EXPLORATION WAY, AUSTIN, TX 78758",1,32.0,1999,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/G13/100479741_400.jpg
Pickle Research Campus,PRC,GUARD KIOSK - EAST GATE PRC 155),G14,PK14,"2740 READ GRANBERRY TRL, AUSTIN, TX 78758",1,32.0,1999,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/G14/100482168_400.jpg
Pickle Research Campus,PRC,GUARD KIOSK - SOUTH GATE PRC 153),G15,PK15,"9711 NEILS THOMPSON DR, AUSTIN, TX 78758",1,36.0,1999,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/G15/100480091_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/G15/100480112_400.jpg
Pickle Research Campus,PRC,LIBRARY HIGH DENSITY REP PRC 176A),HDR,0975,"2910 INNOVATION BLVD, AUSTIN, TX 78758",2,24304.0,2009,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/HDR/100482173_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/HDR/100482163_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/HDR/100482177_400.jpg
Pickle Research Campus,PRC,LIBRARY STORAGE FACILITY PRC 176),LSF,0973,"2900 INNOVATION BLVD, AUSTIN, TX 78758",2,36421.0,1993,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/LSF/100482178_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/LSF/100482174_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/LSF/100482165_400.jpg
Pickle Research Campus,PRC,MER SUPPORT BUILDING PRC 179),ME1,0780,"10120 HARRY RANSOM TRL, AUSTIN, TX 78758",1,1023.0,1992,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/ME1/100480078_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/ME1/100480098_400.jpg
Pickle Research Campus,PRC,MICROELECT.& ENGR.RES.CTR.PRC 160),MER,0754,"10100 HARRY RANSOM TRL, AUSTIN, TX 78758",2,157069.0,1991,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/MER/100480117_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/MER/100480084_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/MER/100480076_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/MER/100480093_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/MER/100480077_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/MER/100480114_400.jpg
Pickle Research Campus,PRC,NETL ANNEX PRC 159A),NEA,0753,"11133 CREATIVITY TRL, AUSTIN, TX 78758",1,1427.0,2006,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/NEA/100480006_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/NEA/100480005_400.jpg
Pickle Research Campus,PRC,NUCLEAR ENGR.TEACHING LAB.PRC 159),NEL,0752,"11131 CREATIVITY TRL, AUSTIN, TX 78758",4,30169.0,1988,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/NEL/100480001_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/NEL/100480003_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/NEL/100480004_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/NEL/100480045_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/NEL/100480002_400.jpg
Pickle Research Campus,PRC,PRC PHYSICAL PLANT ADMIN. PRC 15),P15,0857,"10131 HARRY RANSOM TRL, AUSTIN, TX 78758",1,6004.0,1949,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/P15/100482170_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/P15/100482175_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/P15/100482179_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/P15/100482155_400.jpg
Pickle Research Campus,PRC,PRC CUSTODIAL/SAFETY/GUARDS PRC19),P19,0889,"2821 READ GRANBERRY TRL, AUSTIN, TX 78758",1,4927.0,1949,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/P19/100482176_400.jpg
Pickle Research Campus,PRC,PUMP HOUSE - RESERVOIR PRC 22),P22,0913,"2821 JAMES HART TRL, AUSTIN, TX 78758",1,893.0,1949,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/P22/100480049_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/P22/100480052_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/P22/100480066_400.jpg
Pickle Research Campus,PRC,PRC SUPPLY CENTER PRC 25),P25,0929,"3132 READ GRANBERRY TRL, AUSTIN, TX 78758",1,10946.0,1949,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/P25/100480079_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/P25/100480120_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/P25/100480095_400.jpg
Pickle Research Campus,PRC,POWER DISTRIBUTION HOUSE PRC 2A),P2A,0778,"3222 READ GRANBERRY TRL, AUSTIN, TX 78758",1,1447.0,1949,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/P2A/100480071_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/P2A/100480096_400.jpg
Pickle Research Campus,PRC,RECORDS STRG.#1-PETEX/K16C PRC 30),P30,0959,"3300 READ GRANBERRY TRL, AUSTIN, TX 78758",1,40757.0,1964,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/P30/100480103_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/P30/100480097_400.jpg
Pickle Research Campus,PRC,RECOR.STRG.#2-PETEX/ET.AL. PRC 33),P33,0962,"3130 READ GRANBERRY TRL, AUSTIN, TX 78758",1,37702.0,1966,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/P33/100480090_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/P33/100480075_400.jpg
Pickle Research Campus,PRC,UT PHYSICAL PLANT WAREHOUSE PRC45),P45,0947,"10301 CREATIVITY TRL, AUSTIN, TX 78758",1,52355.0,1969,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/P45/100479772_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/P45/100479773_400.jpg
Pickle Research Campus,PRC,PRC PHYSICAL PLANT STRG PRC 51),P51,0940,"2811 JAMES HART TRL, AUSTIN, TX 78758",1,489.0,1949,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/P51/100480051_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/P51/100480024_400.jpg
Pickle Research Campus,PRC,PRC PHYS.PLNT.GRD.MA.STRG.PRC 99A),P99,0968,"10123 HARRY RANSOM TRL, AUSTIN, TX 78758",1,382.0,1949,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/P99/100482153_400.jpg
Pickle Research Campus,PRC,COMM TWR & MECH RM PRC 171),PC1,0788,"3211 CLYDE DAVIS TRL, AUSTIN, TX 78758",1,734.0,1994,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/PC1/100479752_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/PC1/100479757_400.jpg
Pickle Research Campus,PRC,DPS TWR & MECH RM PRC 121A/121B),PC2,0789,"10815 CREATIVITY TRL, AUSTIN, TX 78758",1,709.0,1994,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/PC2/100479780_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/PC2/100479781_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/PC2/100479782_400.jpg
Pickle Research Campus,PRC,PETROLEUM & GEOSYS. ENGR. PRC 17),PE1,0873,"10111 HARRY RANSOM TRL, AUSTIN, TX 78758",1,5944.0,1949,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/PE1/100482184_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/PE1/100482154_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/PE1/100482158_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/PE1/100482157_400.jpg
Pickle Research Campus,PRC,PHYSICAL PLANT GREENHOUSE PRC 195),PPG,0858,"2716 INNOVATION BLVD, AUSTIN, TX 78758",1,1573.0,2003,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/PPG/100482164_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/PPG/100482169_400.jpg
Pickle Research Campus,PRC,PRC COOLING TOWER 1 PRC 129B),PT1,0798,"3117 1/2 CLYDE DAVIS TRL, AUSTIN, TX 78758",1,1.0,2018,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/PT1/100480069_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/PT1/100480072_400.jpg
Pickle Research Campus,PRC,PRC COOLING TOWER 1 PRC 129B),PT1,0798,"3117 1/2 CLYDE DAVIS TRL, AUSTIN, TX 78758",1,1.0,2018,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/PT1/100480069_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/PT1/100480072_400.jpg
Pickle Research Campus,PRC,PRC COOLING TOWER 2 PRC 202A),PT2,0786,"10506 C P BONER RD, AUSTIN, TX 78758",1,1.0,2012,nan
Pickle Research Campus,PRC,PRC TRANSFORMER HOUSE #3 PRC 65),PT3,0942,"10215 E H SELLARDS RD, AUSTIN, TX 78758",1,474.0,1949,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/PT3/100480041_400.jpg
Pickle Research Campus,PRC,PRC TRANSFORMER HOUSE #6 PRC 74),PT6,0964,"10533 EXPLORATION WAY, AUSTIN, TX 78758",1,479.0,1949,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/PT6/100480032_400.jpg
Pickle Research Campus,PRC,PRC TRANSFORMER HOUSE #7 PRC 59),PT7,0941,"9904 NEILS THOMPSON DR, AUSTIN, TX 78758",1,338.0,1949,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/PT7/100480099_400.jpg
Pickle Research Campus,PRC,PRC TRANSFORMER HOUSE #8 PRC 99),PT8,0967,"10123 HARRY RANSOM TRL, AUSTIN, TX 78758",1,338.0,1949,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/PT8/100482152_400.jpg
Pickle Research Campus,PRC,PTV-TV SATELLITE STATION PRC 126),PTV,0879,"9712 NEILS THOMPSON DR, AUSTIN, TX 78758",1,96.0,1978,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/PTV/100480113_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/PTV/100480081_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/PTV/100480085_400.jpg
Pickle Research Campus,PRC,PETEX PRC 2),PX3,0777,"3220 READ GRANBERRY TRL, AUSTIN, TX 78758",2,14471.0,1949,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/PX3/100480089_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/PX3/100480074_400.jpg
Pickle Research Campus,PRC,RESEARCH OFFICE COMPLEX PRC 196),ROC,0781,"10601 EXPLORATION WAY, AUSTIN, TX 78758",3,108746.0,2006,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/ROC/100480011_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/ROC/100480008_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/ROC/100480010_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/ROC/100480015_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/ROC/100480065_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/ROC/100480037_400.jpg
Pickle Research Campus,PRC,RES.OFF.COMPLEX SPRT.BLDG.PRC 198),ROS,0782,"10531 EXPLORATION WAY, AUSTIN, TX 78758",1,2338.0,2006,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/ROS/100480025_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/ROS/100480023_400.jpg
Pickle Research Campus,PRC,PRC SERVICE CTR TRADES PRC 136),SV1,0766,"2710 INNOVATION BLVD, AUSTIN, TX 78758",1,15772.0,1984,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/SV1/100482180_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/SV1/100482185_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/SV1/100482181_400.jpg
Pickle Research Campus,PRC,PRC SVC.CTR./AUTO.&GRNDS. PRC 135),SV2,0773,"2720 INNOVATION BLVD, AUSTIN, TX 78758",1,16058.0,1994,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/SV2/100482161_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/SV2/100482182_400.jpg
Pickle Research Campus,PRC,CHEMICAL STORAGE BLDG. PRC 185),SV3,0342,"2840 INNOVATION BLVD, AUSTIN, TX 78758",1,204.0,1965,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/SV3/100482172_400.jpg
Pickle Research Campus,PRC,TARL MOD. UNIT 5A - GAULT PRC 5A),T5A,0794,"3323 READ GRANBERRY TRL, AUSTIN, TX 78758",1,1993.0,2002,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/T5A/100480031_400.jpg
Pickle Research Campus,PRC,TARL MOD UNIT 5B - MARL PRC 5B),T5B,0795,"3325 READ GRANBERRY TRL, AUSTIN, TX 78758",1,1983.0,2002,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/T5B/100480054_400.jpg
Pickle Research Campus,PRC,TARL MOD. UNIT 5C - OFFICE PRC 5C),T5C,0796,"3327 READ GRANBERRY TRL, AUSTIN, TX 78758",1,1987.0,2002,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/T5C/100480047_400.jpg
Pickle Research Campus,PRC,TARL MOD. UNIT 5D - CLSRM PRC 5D),T5D,0797,"3329 READ GRANBERRY TRL, AUSTIN, TX 78758",1,1437.0,2002,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/T5D/100480038_400.jpg
Pickle Research Campus,PRC,TEXAS ARCHEOLOGICAL RES. LABPRC 5),TAR,0793,"3331 READ GRANBERRY TRL, AUSTIN, TX 78758",2,29949.0,1949,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/TAR/100480016_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/TAR/100480019_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/TAR/100480056_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/TAR/100480042_400.jpg
Pickle Research Campus,PRC,J NEILS THOMPSON COMMONS PRC 137),TCB,0767,"2901 READ GRANBERRY TRL, AUSTIN, TX 78758",4,82138.0,1985,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/TCB/100480083_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/TCB/100480109_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/TCB/100480116_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/TCB/100480108_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/TCB/100480118_400.jpg
Pickle Research Campus,PRC,NON-VERT.PALEONTOLOGY LAB PRC 122),TM1,0122,"3310 CLYDE DAVIS TRL, AUSTIN, TX 78758",1,3872.0,1972,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/TM1/100480020_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/TM1/100480067_400.jpg
Pickle Research Campus,PRC,TMM & MSI STORAGE PRC 18A),TM2,0881,"10210 BEVO TRL, AUSTIN, TX 78758",3,14409.0,1949,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/TM2/100480012_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/TM2/100480073_400.jpg; https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/TM2/100480070_400.jpg
